settlement_id,transaction_id,settled_amount,settlement_date,fee,currency,bank_reference,settlement_status
STL11067,TXN11067,65778.21,2026-07-09,1342.41,INR,BANKREF21067,settled
STL11068,TXN11068,53014.91,2026-06-25,1081.94,INR,BANKREF21068,settled
STL11070,TXN11070,53057.79,2026-07-09,1082.81,USD,BANKREF21070,settled
STL11071,TXN11071,19686.60,2026-06-09,401.77,USD,BANKREF21071,settled
STL11072,TXN11072,72985.52,2026-06-12,1492.41,INR,BANKREF21072,settled
STL11073,TXN11073,65779.68,2026-06-26,1342.44,INR,BANKREF21073,settled
STL11074,TXN11074,71351.05,2026-07-19,1456.14,INR,BANKREF21074,settled
STL11075,TXN11075,37397.19,2026-07-07,763.21,INR,BANKREF21075,settled
STL11076,TXN11076,52315.68,2026-07-27,1067.67,INR,BANKREF21076,settled
STL11077,TXN11077,46889.48,2026-07-03,4637.42,USD,BANKREF21077,settled
STL11078,TXN11078,49313.17,2026-06-28,1006.39,USD,BANKREF21078,settled
STL11079,TXN11079,62202.89,2026-07-18,1269.45,INR,BANKREF21079,settled
STL11080,TXN11080,67409.40,2026-06-20,1375.70,INR,BANKREF21080,settled
STL11081,TXN11081,18815.12,2026-07-24,383.98,INR,BANKREF21081,settled
STL11083,TXN11083,6513.62,2026-07-20,132.93,INR,BANKREF21083,settled
STL11084,TXN11084,55411.68,2026-07-19,1130.85,INR,BANKREF21084,settled
STL11085,TXN11085,42735.93,2026-07-18,872.16,INR,BANKREF21085,settled
STL11086,TXN11086,13109.16,2026-06-09,267.53,USD,BANKREF21086,settled
STL11087,TXN11087,33116.81,2026-06-12,675.85,INR,BANKREF21087,settled
STL11088,TXN11088,54809.17,2026-07-10,1128.54,INR,BANKREF21088,settled
STL11089,TXN11089,70221.49,2026-07-12,1433.09,INR,BANKREF21089,settled
STL11090,TXN11090,37257.78,2026-07-28,760.36,USD,BANKREF21090,settled
STL11091,TXN11091,7623.01,2026-07-29,160.78,INR,BANKREF21091,settled
STL11092,TXN11092,50347.54,2026-07-02,1027.50,USD,BANKREF21092,settled
STL11093,TXN11093,62443.39,2026-07-30,1274.35,USD,BANKREF21093,settled
STL11094,TXN11094,72951.12,2026-07-02,1488.80,INR,BANKREF21094,settled
STL11095,TXN11095,61785.31,2026-07-10,1260.92,INR,BANKREF21095,settled
STL11096,TxN11096,10173.89 INR,2026-07-18,207.63,INR,BANKREF21096,settled
STL11097,TXN11097,70173.92,2026-06-18,1432.12,INR,BANKREF21097,settled
STL11098,TXN11098,55199.43,2026-06-20,1126.52,INR,BANKREF21098,settled
STL11099,TXN11099,12746.86,2026-06-25,260.14,USD,BANKREF21099,settled
STL11100,TXN11100,54585.58,2026-07-08,1113.99,INR,BANKREF21100,settled
